Name,Price,Rating,city,Kilometers,Owner,Fuel_Type,Transmission,Insurance_Type,Car_Age
2015 Maruti Alto 800 LXI,225000,4.0,1692,69079,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,9
2017 Renault Kwid CLIMBER 1.0 AT,300000,4.1,1692,63924,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2013 Honda Amaze 1.5 EXMT I DTEC,319000,3.9,1692,71823,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,11
2014 Maruti Celerio VXI ,280000,3.9,1692,70517,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,10
2009 Maruti Alto LXI,114000,3.5,1692,68728,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,15
2008 Chevrolet Spark PS 1.0,75000,3.3,1692,52992,OwnerFourth Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,16
2010 Honda Civic 1.8V AT,325000,4.2,1692,59641,OwnerSecond Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeInsurance Expired,14
2018 Hyundai Xcent S 1.1 CRDI,378900,3.8,1692,59536,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,6
2008 Maruti Wagon R LXI MINOR,166000,3.6,1692,135573,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,16
2010 Toyota Fortuner 3.0 MT 4X4,750067,3.9,1692,76450,OwnerFourth Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,14
2012 Nissan Sunny XV DIESEL,175000,3.8,1692,94226,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2010 Hyundai Santro Xing GL,150200,3.2,1692,67508,OwnerThird Owner,FuelPetrol + LPG,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2017 Maruti Ertiga ZDI PLUS SHVS,826500,4.7,1692,32949,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,7
2012 Hyundai Accent EXECUTIVE GLE,230000,3.6,1692,91757,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,12
2006 Honda City ZX 1.5 EXI,105000,3.6,1692,99939,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeThird_party,18
2011 Nissan Micra XE PETROL,300000,4.5,1692,27655,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2018 Volkswagen Ameo Trendline 1.0,417000,4.3,1692,46280,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComprehensive,6
2020 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,1200000,4.9,1692,8564,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,4
2006 Maruti Wagon R LXI,75000,3.5,1692,91862,OwnerFourth Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeInsurance Expired,18
2019 Honda Jazz 1.2 VX AT ,760000,4.8,1692,9010,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,5
2017 Maruti Baleno ALPHA 1.2 K12 ,601000,4.4,1692,47059,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2009 Maruti Swift VXI 1.3,170000,3.5,1692,142358,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,15
2011 Nissan Micra XV DIESEL,175000,3.4,1692,126506,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,13
2014 Nissan Micra Active XV S,250000,3.9,1692,52615,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,10
2008 Maruti Swift Dzire VXI,122000,3.7,1692,109787,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,16
2006 Maruti Wagon R LX,96000,3.4,1692,100438,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeInsurance Expired,18
2018 Honda WR-V 1.5 i-DTEC S MT Alive Edition,825000,4.8,1692,8652,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,6
2002 Maruti 800 STD,27000,2.5,1692,63247,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,22
2011 Maruti Swift Dzire VDI,271000,4.0,1692,92183,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,13
2006 Maruti Wagon R LXI,145000,3.8,1692,52189,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,18
2015 Honda Mobilio 1.5 S I DTEC,435000,4.1,1692,73236,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2009 Hyundai i20 MAGNA 1.2 VTVT,300000,3.8,1692,39566,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,15
2014 Tata Indigo ECS LS TDI,85050,3.3,1692,54209,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,10
2016 Mahindra Kuv100 K4 D 6 STR,330000,4.3,1692,34381,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2012 Maruti Alto LXI,170000,3.7,1692,61383,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,12
2009 Maruti Alto LXI,100000,3.3,1692,99125,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,15
2016 Nissan Micra XV CVT,350000,4.4,1692,64887,OwnerFirst Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance TypeComprehensive,8
2018 Toyota Etios Liva D-4D VXD,600000,4.7,1692,24557,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,6
2011 Volkswagen Polo HIGHLINE1.2L DIESEL,200000,3.8,1692,63240,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,13
1997 Maruti 800 STD,70000,1.0,1692,18753,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,27
2017 Maruti Wagon R 1.0 LXI CNG,415000,4.6,1692,29959,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComprehensive,7
2004 Maruti Alto LX,85000,3.8,1692,74353,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,20
2014 Hyundai Eon SPORTZ,200000,4.1,1692,72322,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,10
2012 Nissan Micra XV DIESEL,130000,3.7,1692,104934,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
2010 Maruti Wagon R LXI MINOR,160000,3.6,1692,105051,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,14
2007 Maruti Wagon R LXI,155000,4.1,1692,100505,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,17
2003 Honda City 1.5 GXI,100000,3.5,1692,70241,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,21
2009 Hyundai i10 ERA,140000,3.6,1692,72043,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeThird_party,15
2009 Mahindra Xylo E8 BS III,350000,4.0,1692,78498,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,15
2003 Maruti Wagon R LXI,90000,3.5,1692,88809,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,21
2018 Hyundai Elite i20 1.4 CRDI ASTA (O),740000,3.9,1692,15946,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,6
2017 Nissan Terrano XL PLUS 85 PS DEISEL,575900,3.9,1692,32292,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,7
2005 Hyundai Accent GLE,123000,3.3,1692,91974,OwnerFourth Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,19
2015 Maruti Swift LDI BS IV,446000,4.2,1692,40767,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,9
2010 Mercedes Benz C Class 250 CDI ELEGANCE AT,681300,3.8,1692,118450,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,14
2010 Hyundai Santro Xing GLS,248000,3.8,1692,77500,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,14
2007 Maruti Alto LX,90700,3.5,1692,91925,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,17
2008 Honda City ZX 1.5 EXI,150000,3.6,1692,162366,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,16
2006 Maruti Wagon R Duo LXI LPG,125000,3.2,1692,120641,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeThird_party,18
2018 Maruti Wagon R 1.0 LXI CNG,420000,4.2,1692,34662,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,6
2015 Maruti Swift VDI ABS,401000,4.0,1692,61561,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,9
2009 Audi A6 2.7 TDI,420300,2.8,1692,100085,OwnerFifth Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance Type3rd Party,15
2012 Hyundai Verna FLUIDIC 1.6 SX CRDI,320000,3.6,1692,114912,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,12
2013 Ford Figo 1.2 EXI DURATEC,300000,4.3,1692,18588,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,11
2015 Mercedes Benz A Class A200 CDI SPORT,1450000,4.1,1692,25085,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,9
2010 Nissan Micra XL PETROL,150000,3.9,1692,93177,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,14
2011 Hyundai i10 MAGNA 1.1 IRDE2,220000,3.7,1692,108244,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,13
2013 Maruti Swift LDI BS IV,325000,3.8,1692,92959,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2008 Hyundai i10 ERA,249000,4.1,1692,46253,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,16
2017 Honda WR-V 1.5 i-DTEC S MT,772000,4.7,1692,29572,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,7
2011 Nissan Sunny XL PETROL,295000,4.2,1692,58849,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,13
2010 Maruti Swift Dzire LDI,180000,4.0,1692,114469,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,14
2015 Honda Amaze 1.2 EMT I VTEC,500000,4.5,1692,29963,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,9
2013 Chevrolet Beat LS DIESEL,201000,3.6,1692,43301,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2010 Maruti Alto LXI,150000,3.4,1692,178255,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2017 Maruti Vitara Brezza VDI OPT,700000,4.2,1692,37733,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2011 Honda Civic 1.8S MT,300863,3.5,1692,81545,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,13
2010 Honda Civic 1.8V AT,250000,4.0,1692,99941,OwnerSecond Owner,FuelPetrol,TransmissionAUTOMATIC,Insurance Type3rd Party,14
2017 Maruti IGNIS ZETA 1.2 K12 ,480000,4.4,1692,35006,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,7
2011 Volkswagen Polo TRENDLINE 1.2L DIESEL,175619,3.4,1692,64325,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2016 Datsun Redi Go T (O),251000,4.5,1692,41866,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,8
2016 Hyundai Verna FLUIDIC 1.6 SX CRDI,720000,4.3,1692,49098,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
2012 Skoda Laura AMBIENTE 2.0 TDI CR MT,236000,3.5,1692,114558,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2010 Nissan Micra XV PETROL,185000,3.7,1692,92089,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,14
2008 Maruti Swift VDI,162000,3.4,1692,90000,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,16
2012 Honda Brio 1.2 E MT I VTEC,280000,4.1,1692,63063,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,12
2011 Maruti SX4 ZXI MT BS IV,155000,3.3,1692,100374,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2019 Hyundai Creta 1.6 SX AT CRDI,1476000,4.8,1692,20888,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2017 Volkswagen Ameo TRENDLINE 1.5,450000,4.1,1692,83067,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,7
2006 Maruti Wagon R LXI,89000,3.8,1692,34439,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,18
2010 Hyundai Verna VGT CRDI 1.5,120000,3.6,1692,91578,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,14
2016 Audi A6 35 TDI S LINE,2200000,4.2,1692,26717,OwnerSecond Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeComprehensive,8
2011 Nissan Micra XV DIESEL,166000,3.6,1692,83535,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2009 Hyundai i10 SPORTZ 1.2,200000,4.2,1692,52883,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,15
2018 Hyundai Verna 1.6 SX (O) CRDI MT,950000,4.4,1692,31281,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,6
2013 Hyundai Verna FLUIDIC 1.6 SX CRDI OPT,386000,4.0,1692,119175,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
2012 Renault Duster 85 PS RXL,355000,4.0,1692,63695,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,12
2013 Ford Classic 1.4 CLXI DURATORQ,151424,2.7,1692,105760,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,11
2018 Renault Captur RXE PETROL MT,750000,4.6,1692,15811,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeExpired,6
2016 Honda Jazz 1.5 V I DTEC,550000,3.9,1692,66930,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
2014 Hyundai Xcent S 1.2,410000,4.1,1692,64419,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,10
2005 Toyota Innova 2.0 G3,242777,3.8,1692,98361,OwnerFourth Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeThird_party,19
2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE,765000,4.4,1692,47183,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,7
2011 Ford Figo 1.4 TITANIUM DURATORQ,250000,3.6,1692,58224,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,13
2005 Maruti Alto STD,96000,1.0,1692,32073,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,19
2003 Maruti 800 STD,38000,3.0,1692,66678,OwnerFourth Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeInsurance Expired,21
2009 Hyundai i10 ERA 1.1 IRDE,150000,3.5,1692,100983,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,15
2018 Maruti Baleno DELTA 1.2 K12 ,525000,4.4,1692,41793,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,6
2003 Toyota Corolla H5 1.8 E,100000,1.0,1692,99999,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,21
2009 Hyundai i10 MAGNA 1.1 IRDE2,271000,3.9,1692,39368,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,15
2014 Honda City SV MT DIESEL,450000,4.0,1692,68820,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2019 Maruti Swift ZXI,600000,4.7,1692,31038,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,5
2018 Maruti Swift VDI AMT,700000,4.7,1692,15974,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance TypeZero Depreciation,6
2009 Ford Fiesta 1.6 ZXI ABS,200000,4.0,1692,33814,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,15
2012 Hyundai Verna FLUIDIC 1.6 EX VTVT,395000,3.9,1692,83712,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,12
2016 Hyundai Elite i20 MAGNA 1.4 CRDI,600000,4.3,1692,46031,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
2015 Honda Brio 1.2 S MT I VTEC,390000,4.2,1692,69191,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,9
2007 Maruti Alto LXI,100000,3.9,1692,48752,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,17
2017 Maruti Baleno SIGMA 1.2 K12,414000,4.1,1692,50729,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2018 Renault Kwid RXT,311000,4.4,1692,30071,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2007 Honda City ZX GXI,124000,3.4,1692,74485,OwnerFifth Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,17
2017 Ford Figo Aspire 1.5 BASE DIESEL,500000,4.9,1692,28004,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,7
2017 Maruti IGNIS DELTA 1.3 DDIS ,399000,4.2,1692,79487,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,7
2011 Mercedes Benz C Class 250 CDI AVANTGARDE,900000,4.3,1692,69781,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeInsurance Expired,13
2010 Chevrolet Beat PS PETROL,71261,3.8,1692,85945,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,14
2000 Hyundai Santro LE,32000,3.4,1692,105518,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,24
2017 Volkswagen Vento HIGHLINE DIESEL,675000,4.1,1692,54585,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,7
2010 Skoda Superb ELEGANCE TDI 2.0 AT,350000,3.9,1692,69403,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,14
2012 Tata Indica Vista VX QUADRAJET,193000,3.8,1692,76243,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,12
2005 Maruti Swift LXI 1.3,160000,3.4,1692,57363,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,19
2017 Hyundai Grand i10 1.2 CRDI Sportz O,358786,3.8,1692,85149,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,7
2017 Mahindra TUV300 T6+,550000,4.3,1692,76856,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero_Dep,7
1993 Maruti 800 AC,20000,1.0,1692,69335,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,31
2015 Maruti Swift Dzire TOUR,250000,3.8,1692,108937,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,9
2007 Maruti Wagon R LXI MINOR,180000,3.8,1692,56980,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComp,17
2015 Jaguar XJ L 3.0 V 6 PREMIUM LUXURY,4200000,4.1,1692,35243,OwnerFirst Owner,FuelDiesel,TransmissionAUTOMATIC,Insurance Type3rd Party,9
2005 Honda City 1.5 EXI,100000,3.8,1692,108378,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,19
2017 Mahindra Imperio DC VX,316000,3.2,1692,110928,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeExpired,7
2014 Fiat Linea DYNAMIC 1.4 L T JET,478800,4.7,1692,12286,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero Depreciation,10
2012 Hyundai i10 ERA 1.1 IRDE,250000,3.9,1692,98918,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeZero_Dep,12
2013 Chevrolet Enjoy 1.3 LS 8 STR,210000,3.9,1692,100801,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComp,11
2011 Ford Figo 1.4 ZXI DURATORQ ,250000,4.4,1692,51603,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,13
2017 Datsun Redi Go T (O),271000,4.4,1692,33340,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,7
2019 Maruti Alto LXI CNG,360000,4.7,1692,26771,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance Type3rd Party,5
2019 Maruti New  Wagon-R VXI 1.2L,454000,4.5,1692,43309,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance Type3rd Party,5
2012 Hyundai Eon ERA PLUS,170000,3.8,1692,75815,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,12
2012 Maruti Alto LXI,151000,3.7,1692,118889,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComprehensive,12
2008 Maruti Wagon R Duo LXI LPG,120000,3.5,1692,159132,OwnerFourth Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,16
2019 Hyundai VENUE 1.4 CRDI MT SX,950000,4.8,1692,24437,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2008 Tata Indica V2 DLS BS III,48000,3.3,1692,178104,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,16
2017 Hyundai Creta 1.6 S PLUS AT CRDI,1100000,4.5,1692,21163,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2014 Ford Ecosport 1.5 TITANIUMTDCI OPT,521000,4.1,1692,83188,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,10
2018 Tata NEXON XZA+ 1.5,1104000,4.9,1692,2243,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,6
2018 Hyundai Creta 1.6 SX (O) VTVT,1200000,4.1,1692,17931,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeComprehensive,6
2006 Hyundai Santro Xing XO ERLX EURO III,94000,4.0,1692,46623,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
2006 Maruti Wagon R LXI MINOR,74999,3.3,1692,77215,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeExpired,18
2012 Tata Indica Vista LS TDI BS III,105000,3.5,1692,72090,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,12
2007 Maruti Esteem VXI,150000,3.5,1692,86632,OwnerSecond Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeThird_party,17
2019 Tata Harrier XZ 2.0L Kryotec,1570000,4.6,1692,31161,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeThird_party,5
2013 Hyundai i20 MAGNA O 1.2,350000,4.0,1692,67534,OwnerFirst Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComprehensive,11
2016 Mahindra Kuv100 K8 D 5 STR,400000,4.0,1692,48638,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,8
2013 Maruti Ertiga VDI ABS,475000,4.1,1692,81623,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2019 Tata Harrier XM 2.0L Kryotec,1550000,4.8,1692,9020,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,5
2014 Honda Amaze 1.5 EXMT I DTEC,351000,4.0,1692,47010,OwnerSecond Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,10
2017 Fiat Punto EVO ACTIVE 1.3 MULTIJET 90 HP,400000,4.5,1692,50578,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,7
2013 Renault Duster 85 PS RXL,450000,4.2,1692,50347,OwnerThird Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,11
2014 Honda Amaze 1.5 SMT I DTEC,350000,4.0,1692,103508,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2019 Hyundai VENUE 1.0L Turbo GDI SX MT,965000,4.7,1692,9718,OwnerFirst Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeZero_Dep,5
2001 Maruti Zen LX,50000,3.4,1692,98045,OwnerSecond Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeComp,23
2006 Maruti Alto STD,75000,3.0,1692,100374,OwnerThird Owner,FuelPetrol,TransmissionMANUAL,Insurance TypeInsurance Expired,18
2012 Hyundai Verna FLUIDIC 1.4 CRDI,375000,3.6,1692,94232,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeComprehensive,12
2010 Chevrolet Beat LT PETROL,126000,3.9,1692,78612,OwnerThird Owner,FuelPetrol + CNG,TransmissionMANUAL,Insurance TypeInsurance Expired,14
2014 Hyundai i20 SPORTZ 1.4 CRDI,400000,3.5,1692,72300,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,10
2010 Maruti Swift VDI,160000,3.0,1692,105873,OwnerFourth Owner,FuelDiesel,TransmissionMANUAL,Insurance Type3rd Party,14
2017 Hyundai Grand i10 Sportz1.2 CRDI,551000,4.4,1692,20467,OwnerFirst Owner,FuelDiesel,TransmissionMANUAL,Insurance TypeZero Depreciation,7
